"Entidad","Nit Entidad","Departamento Entidad","Ciudad Entidad","OrdenEntidad","Entidad Centralizada","ID del Proceso","Referencia del Proceso","PCI","ID del Portafolio","Nombre del Procedimiento","Descripción del Procedimiento","Fase","Fecha de Publicacion del Proceso","Fecha de Ultima Publicación","Fecha de Publicacion (Fase Planeacion Precalificacion)","Fecha de Publicacion (Fase Seleccion Precalificacion)","Fecha de Publicacion (Manifestacion de Interes)","Fecha de Publicacion (Fase Borrador)","Fecha de Publicacion (Fase Seleccion)","Precio Base","Modalidad de Contratacion","Justificación Modalidad de Contratación","Duracion","Unidad de Duracion","Fecha de Recepcion de Respuestas","Fecha de Apertura de Respuesta","Fecha de Apertura Efectiva","Ciudad de la Unidad de Contratación","Nombre de la Unidad de Contratación","Proveedores Invitados","Proveedores con Invitacion Directa","Visualizaciones del Procedimiento","Proveedores que Manifestaron Interes","Respuestas al Procedimiento","Respuestas Externas","Conteo de Respuestas a Ofertas","Proveedores Unicos con Respuestas","Numero de Lotes","Estado del Procedimiento","ID Estado del Procedimiento","Adjudicado","ID Adjudicacion","CodigoProveedor","Departamento Proveedor","Ciudad Proveedor","Fecha Adjudicacion","Valor Total Adjudicacion","Nombre del Adjudicador","Nombre del Proveedor Adjudicado","NIT del Proveedor Adjudicado","Codigo Principal de Categoria","Estado de Apertura del Proceso","Tipo de Contrato","Subtipo de Contrato","Categorias Adicionales","URLProceso","Codigo Entidad","Estado Resumen"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.9024835","962-2025","709543227","CO1.BDOS.8864803","PRESTACION DE SERVICIOS","Contratar la prestación de servicios profesionales en PSICOLOGIA con el fin de llevar a cabo las actividades descritas para los equipos básicos de salud en el territorio asignado, haciendo énfasis en el fortalecimiento de la Atención Primaria en Salud, en el marco de la implementación del modelo de salud preventivo y predictivo que garantice el derecho fundamental a la salud e incida en los resultados en salud de las personas, familias y comunidades del territorio, dentro del desarrollo de la es","Presentación de oferta","10/03/2025","10/03/2025",,,,,"10/03/2025","$14,190,000","Contratación régimen especial","Regla aplicable","91","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8890115","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.8106799","258-2025","709543227","CO1.BDOS.7966423","PRESTACIÓN DE SERVICIOS","Contratar la prestación de servicios como GESTOR COMUNITARIO con el fin de llevar a cabo las actividades descritas para los equipos básicos de salud, haciendo énfasis en el fortalecimiento de la Atención Primaria en Salud, en el marco de la implementación del modelo de salud preventivo y predictivo que garantice el derecho fundamental a la salud e incida en los resultados en salud de las personas, familias y comunidades del territorio, dentro del desarrollo de la estrategia de Atención Primaria","Presentación de oferta","04/10/2025","04/10/2025",,,,,"04/10/2025","$6,000,000","Contratación régimen especial","Regla aplicable","51","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7983095","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.6698257","541-2024","709543227","CO1.BDOS.6572123","PRESTACIÓN DE SERVICIOS","Prestar  servicios para la realizar la focalización y/o georreferenciación de las víctimas del conflicto armado a atender, apoyar la articulación con los líderes comunitarios, las Mesas de Participación Efectiva de Víctimas, sus organizaciones y otros escenarios de participación; orientación e información en salud a las víctimas  conforme a los lineamientos dados por el Ministerio de Salud y Protección Social","Presentación de oferta","08/21/2024","08/21/2024",,,,,"08/21/2024","$10,021,275","Contratación régimen especial","Regla aplicable","136","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6581682","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.9425390","1255-2025","709543227","CO1.BDOS.9257098","PRESTACION DE SERVICIOS","El contratista se compromete para con la Empresa Social del Estado PASTO SALUD ESE aprestar sus servicios como profesional en ciencias de la salud para el desarrollo de las estrategias con sus actividades contempladas en el componente de DeficienteResolutividad GDPE - poblaciones especiales de acuerdo con el contenido del nuevo anexo tecnico producto de la Modificación No. 1 al contrato  No. 20252190 y  la Política Pública de Salud Colectiva 'La Salud en Todos los Derechos', fortaleciendo los","Presentación de oferta","12/12/2025","12/12/2025",,,,,"12/12/2025","$7,200,000","Contratación régimen especial","Regla aplicable","20","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9283971","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.7776325","120-2025","709543227","CO1.BDOS.7640384","CONTRATO DE PRESTACION DE SERVICIOS- PAOLA ANDREA SUESCA BUITRAGO","El contratista se compromete para con la Empresa Social del Estado PASTO SALUD ESE a prestar sus servicios como productor audio visual para apoyar las actividades contempladas en la problemática de Débil Garantía Derecho a la Salud a desarrollarse en los territorios urbanos y rurales priorizados y/o concertados con la Secretaría de Salud y de acuerdo con el anexo técnico para la ejecución del Plan de Salud Pública de Intervenciones Colectivas correspondiente al primer trimestre de la vigencia 20","Presentación de oferta","02/17/2025","02/17/2025",,,,,"02/17/2025","$6,480,000","Contratación régimen especial","Regla aplicable","46","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7655260","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.4631656","241-2023","709543227","CO1.BDOS.4528808","SUMINISTROS","El contratista se obliga al suministro de los medicamentos  en las cantidades establecidas en el  anexo 1, el cual hace parte integral del contrato. Para la ESE Pasto Salud.","Presentación de oferta","06/06/2023","06/06/2023",,,,,"06/06/2023","$5,702,974","Contratación régimen especial","Regla aplicable","86","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.51151711","Abierto","Suministros","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4534488","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.6743082","563-2024","709543227","CO1.BDOS.6616049","PRESTACIÓN DE SERVICIOS","El contratista se compromete para con la Empresa Social del Estado PASTO SALUD ESE a prestar sus servicios como Profesional en Medios Audiovisuales para apoyar las actividades establecidas en el eje Transversal, relacionadas con la ejecución de una (1) estrategia de comunicación popular que respondan a los procesos educativos y comunicativos del Plan de Salud Pública de Intervenciones Colectivas, para fortalecer los entornos: comunitario, educativo e institucional, de acuerdo a las necesidades s","Presentación de oferta","08/29/2024","08/29/2024",,,,,"08/29/2024","$12,960,000","Contratación régimen especial","Regla aplicable","94","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6624791","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.6501967","473-2024","709543227","CO1.BDOS.6377829","PRESTACION DE SERVICIOS","Contratar la prestación de servicios como GESTOR COMUNITARIO con el fin de llevar a cabo las actividades descritas para los equipos básicos de salud en el microterritorio asignado, el desarrollo de la estrategia de Atención Primaria en Salud, mediante la visita domiciliaria de la población del municipio de Pasto, implementando el lineamiento emitido por el Ministerio de Salud a raíz de la expedición de la resolución 1778 del 31 de octubre de 2023conforme a las obligaciones descritas en el numera","Presentación de oferta","07/11/2024","07/11/2024",,,,,"07/11/2024","$4,000,000","Contratación régimen especial","Regla aplicable","2","Mes(es)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6387684","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.6528857","484-2024","709543227","CO1.BDOS.6403588","PRESTACION DE SERVICIOS","Contratar la prestación de servicios profesionales como GESTOR COMUNITARIO con el fin de llevar a cabo las actividades descritas para los equipos básicos de salud en el microterritorio asignado, el desarrollo de la estrategia de Atención Primaria en Salud, mediante la visita domiciliaria de la población del municipio de Pasto, implementando el lineamiento emitido por el Ministerio de Salud a raíz de la expedición de la resolución 1778 del 31 de octubre de 2023 conforme a las obligaciones descrit","Presentación de oferta","07/17/2024","07/17/2024",,,,,"07/17/2024","$4,000,000","Contratación régimen especial","Regla aplicable","2","Mes(es)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6414401","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.5147765","377-2023","709543227","CO1.BDOS.5034638","CONTRATO SUMINISTRO","El contratista se obliga al suministro de los medicamentos en las cantidades establecidas en el anexo 1, el cual hace parte integral del contrato. Para la ESE Pasto Salud.","Presentación de oferta","10/09/2023","10/09/2023",,,,,"10/09/2023","$9,180,000,000","Contratación régimen especial","Regla aplicable","88","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.51171913","Abierto","Suministros","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5045750","709,543,227","Presentación de oferta"
